account_id,district_id,open_date,statement_frequency,name,region,population,num_cities,urban_ratio,avg_salary,entrepreneur_1000,municipality_population.500,municipality_population_500.1999,municipality_population_2000.9999,municipality_population_..10000,unemployment_rate_for_95,unemployment_rate_for_96,crimes_committed_in_95,crimes_committed_in_96,num_customers,credit_cards,loan_id,loan_granted_date,loan_amount,loan_payments,loan_term,loan_status,loan,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
3550,68,1996-07-04,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4,4.72,5623,5887,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,29920,15,NA,51028,1000
3551,6,1993-10-17,monthly,Kutna Hora,central Bohemia,77963,4,51.5,8546,126,60,23,4,2,2.9,4.02,2640,3120,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7920,15,NA,41494,700
3552,62,1995-09-06,monthly,Uherske Hradiste,south Moravia,145688,5,40.7,8544,109,22,41,13,2,1.2,1.86,2719,2906,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,18880,15,NA,89402,300
3553,70,1995-08-30,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,20400,15,NA,60130,1000
3554,66,1993-02-16,monthly,Zdar nad Sazavou,south Moravia,125832,5,48.3,8512,102,151,41,2,3,3.5,4.12,2247,2103,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,32300,15,NA,74583,1100
3555,32,1994-09-26,monthly,Ceska Lipa,north Bohemia,105058,10,81,9272,118,32,19,7,2,2.8,3.22,4340,4505,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22542,15,NA,65065,700
3556,58,1997-08-29,monthly,Jihlava,south Moravia,109164,4,63.6,8757,96,98,16,6,1,3.3,3.95,2212,2471,1,0,5698,1998-09-22,174840,2914,60,C,TRUE,FALSE,18641,15,NA,64670,1100
3557,72,1996-11-02,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672,9208,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3720,15,NA,26019,400
3558,4,1993-05-23,monthly,Kladno,central Bohemia,149893,6,67.4,9753,109,63,29,6,2,4.6,5.05,5244,5892,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,57900,15,36,140342,400
3559,18,1995-12-30,monthly,Pisek,south Bohemia,70699,4,65.3,8968,131,60,13,2,1,2.8,3.35,1740,1910,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,21100,15,12,67928,600
3560,57,1996-11-10,monthly,Hodonin,south Moravia,161954,8,48,8720,116,21,37,20,3,3.7,4.5,3729,3651,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6800,15,NA,26984,800
3561,33,1997-10-15,monthly,Decin,north Bohemia,133777,11,84.7,8705,116,24,17,7,3,5.7,7.61,4650,4859,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8800,15,NA,26323,600
3562,50,1996-07-19,monthly,Svitavy,east Bohemia,102609,6,52,8187,94,75,33,2,3,4.8,5.45,2123,2134,1,0,5699,1998-05-24,174960,7290,24,C,TRUE,FALSE,62900,15,NA,159286,1000
3563,1,1996-07-04,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,26400,15,NA,73668,1000
3564,14,1996-11-17,monthly,Ceske Budejovice,south Bohemia,177686,9,74.8,10045,135,69,27,10,1,1.4,1.71,6604,6295,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,28200,15,NA,45793,1000
3565,30,1997-02-12,monthly,Sokolov,west Bohemia,94812,10,81.8,9650,100,15,13,8,2,3.3,3.67,2985,2804,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6480,15,NA,35250,300
3566,21,1993-06-09,monthly,Tabor,south Bohemia,103347,7,67,9104,123,87,16,7,1,1.5,2.07,2299,2354,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,10200,15,NA,34008,300
3567,5,1994-12-20,monthly,Kolin,central Bohemia,95616,6,51.4,9307,118,65,30,4,1,3.8,4.43,2616,3040,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,63300,15,NA,130543,1000
3568,40,1996-04-11,monthly,Teplice,north Bohemia,128118,8,85.3,9317,97,9,16,6,3,6.4,7.07,6949,6872,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8100,15,NA,29686,500
3569,1,1996-09-18,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,18900,15,NA,57039,400
3570,44,1993-11-29,monthly,Chrudim,east Bohemia,105606,7,53,8254,97,77,26,7,2,2.7,3.76,2166,2325,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,21400,15,NA,76807,1000
3571,39,1993-11-21,monthly,Most,north Bohemia,119895,4,89.9,10446,90,17,4,3,2,7.3,9.4,4947,4743,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12160,15,NA,42923,800
3572,65,1995-11-12,monthly,Znojmo,south Moravia,114200,4,43.7,8403,105,101,41,4,1,5.7,5.72,2157,2718,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,11550,15,NA,41314,900
3573,59,1996-06-27,monthly,Kromeriz,south Moravia,108871,6,62.1,8444,106,41,29,7,2,3.2,3.47,2595,2305,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12200,15,NA,49499,400
3574,72,1997-03-08,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672,9208,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4700,15,NA,30896,600
3575,7,1993-09-08,monthly,Melnik,central Bohemia,94725,6,63.4,9920,130,38,28,1,3,2.2,2.87,4289,4846,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8100,15,NA,49733,700
3576,58,1994-11-07,monthly,Jihlava,south Moravia,109164,4,63.6,8757,96,98,16,6,1,3.3,3.95,2212,2471,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4300,15,NA,34226,900
3577,74,1997-05-11,monthly,Ostrava - mesto,north Moravia,323870,1,100,10673,100,0,0,0,1,4.7,5.44,18782,18347,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24000,15,NA,57361,700
3578,1,1996-02-17,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,46720,15,15,95443,600
3579,53,1994-09-02,monthly,Blansko,south Moravia,107911,7,50.9,8240,99,88,33,6,2,2.5,3.56,1850,1903,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,40000,15,NA,114916,1000
3580,43,1993-08-01,monthly,Hradec Kralove,east Bohemia,161854,6,76.3,9425,125,73,21,6,1,1.7,2.5,4085,3891,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,37120,15,24,94994,1000
3581,66,1997-03-26,monthly,Zdar nad Sazavou,south Moravia,125832,5,48.3,8512,102,151,41,2,3,3.5,4.12,2247,2103,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,13300,15,NA,43388,600
3582,19,1995-08-26,monthly,Prachatice,south Bohemia,51428,4,52.7,8402,120,50,11,3,1,3.1,3.98,999,1099,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6600,15,NA,25944,700
3583,40,1995-02-03,monthly,Teplice,north Bohemia,128118,8,85.3,9317,97,9,16,6,3,6.4,7.07,6949,6872,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,13750,15,NA,39870,500
3584,55,1996-06-12,monthly,Brno - venkov,south Moravia,157042,9,33.9,8743,111,49,70,18,0,1.8,2.43,3659,3894,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,31400,15,NA,84396,200
3585,1,1996-06-23,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5200,15,NA,38800,300
3586,59,1993-03-27,monthly,Kromeriz,south Moravia,108871,6,62.1,8444,106,41,29,7,2,3.2,3.47,2595,2305,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,27600,15,NA,86713,300
3587,64,1995-12-24,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484,4265,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7020,15,NA,27623,700
3588,33,1996-06-28,monthly,Decin,north Bohemia,133777,11,84.7,8705,116,24,17,7,3,5.7,7.61,4650,4859,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12400,15,NA,45073,700
3589,5,1996-11-13,monthly,Kolin,central Bohemia,95616,6,51.4,9307,118,65,30,4,1,3.8,4.43,2616,3040,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,54500,15,NA,137630,1100
3590,57,1996-06-02,monthly,Hodonin,south Moravia,161954,8,48,8720,116,21,37,20,3,3.7,4.5,3729,3651,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,21400,15,NA,68748,800
3592,54,1993-01-08,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,14750,15,NA,34846,600
3593,1,1993-02-18,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,15300,15,NA,58133,200
3594,29,1993-12-30,monthly,Rokycany,west Bohemia,45714,6,55.6,8843,113,52,10,5,1,2.8,3.6,818,888,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,62900,15,NA,159777,600
3595,30,1994-05-01,monthly,Sokolov,west Bohemia,94812,10,81.8,9650,100,15,13,8,2,3.3,3.67,2985,2804,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,14080,15,NA,44435,700
3596,59,1996-04-23,monthly,Kromeriz,south Moravia,108871,6,62.1,8444,106,41,29,7,2,3.2,3.47,2595,2305,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,23200,15,NA,81784,500
3598,76,1997-11-02,monthly,Sumperk,north Moravia,127369,7,51.2,8369,107,31,32,13,2,4.7,5.88,3736,2807,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,23600,15,2,57370,300
3599,63,1994-03-20,monthly,Vyskov,south Moravia,86513,5,50.5,8288,110,38,36,5,1,3.7,4.52,1562,1460,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12900,15,NA,36167,700
3600,27,1993-08-10,monthly,Plzen - jih,west Bohemia,67298,7,43.8,8561,110,71,19,10,0,0.6,1.29,1029,1127,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,13600,15,37,60111,1100
3601,54,1995-06-13,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,13350,15,NA,50751,700
3602,18,1996-12-03,monthly,Pisek,south Bohemia,70699,4,65.3,8968,131,60,13,2,1,2.8,3.35,1740,1910,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,56600,15,NA,161020,600
3603,3,1997-09-17,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824,2813,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,25800,15,NA,73161,600
3604,75,1993-12-22,monthly,Prerov,north Moravia,138032,5,64.6,8819,99,67,30,4,2,5.3,5.66,4063,4505,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,11450,15,NA,48952,500
3605,3,1996-03-24,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824,2813,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,34100,15,NA,68673,600
3606,1,1996-04-18,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,12960,15,NA,73483,900
3609,28,1993-08-03,monthly,Plzen - sever,west Bohemia,72541,8,36.9,8594,112,66,26,10,0,1.6,2.01,1580,1525,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,45600,15,48,112549,600
3610,1,1997-09-22,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6000,15,NA,26590,700
3612,70,1994-08-27,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24160,15,NA,85557,700
3613,43,1993-08-10,monthly,Hradec Kralove,east Bohemia,161854,6,76.3,9425,125,73,21,6,1,1.7,2.5,4085,3891,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,16500,15,NA,43544,200
3614,19,1996-08-07,monthly,Prachatice,south Bohemia,51428,4,52.7,8402,120,50,11,3,1,3.1,3.98,999,1099,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,51200,15,NA,126282,500
3615,46,1996-11-05,monthly,Nachod,east Bohemia,112709,10,73.5,8369,117,48,20,7,3,1.7,2.31,2854,2618,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12000,15,NA,43560,300
3616,50,1997-12-15,monthly,Svitavy,east Bohemia,102609,6,52,8187,94,75,33,2,3,4.8,5.45,2123,2134,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3400,100,NA,27600,600
3617,22,1993-11-15,monthly,Domazlice,west Bohemia,58400,6,52.4,8620,100,65,16,4,1,1.1,1.25,1089,1117,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,46900,15,NA,119982,1100
3618,29,1993-09-29,monthly,Rokycany,west Bohemia,45714,6,55.6,8843,113,52,10,5,1,2.8,3.6,818,888,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,35360,15,NA,97077,700
3620,14,1997-02-06,monthly,Ceske Budejovice,south Bohemia,177686,9,74.8,10045,135,69,27,10,1,1.4,1.71,6604,6295,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,25300,15,NA,70351,1000
3621,32,1994-12-25,monthly,Ceska Lipa,north Bohemia,105058,10,81,9272,118,32,19,7,2,2.8,3.22,4340,4505,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12640,15,NA,41904,400
3622,53,1994-10-15,monthly,Blansko,south Moravia,107911,7,50.9,8240,99,88,33,6,2,2.5,3.56,1850,1903,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,69600,15,NA,133648,500
3623,59,1995-02-12,monthly,Kromeriz,south Moravia,108871,6,62.1,8444,106,41,29,7,2,3.2,3.47,2595,2305,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7920,15,NA,32881,600
3625,3,1994-08-22,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824,2813,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22800,15,NA,35976,300
3626,51,1996-11-05,monthly,Trutnov,east Bohemia,121947,11,70.5,8541,131,37,28,7,3,2.5,2.97,3496,3839,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12960,15,NA,50048,900
3628,70,1995-09-12,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,17700,15,33,78861,400
3629,48,1993-07-27,monthly,Rychnov nad Kneznou,east Bohemia,78955,9,59,9060,124,50,24,8,1,1.7,2.44,1655,1717,1,0,5713,1995-05-30,158760,2646,60,C,TRUE,FALSE,17200,15,NA,59898,900
3631,1,1995-08-13,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,3760,15,2,56579,800
3633,18,1997-02-06,monthly,Pisek,south Bohemia,70699,4,65.3,8968,131,60,13,2,1,2.8,3.35,1740,1910,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,22300,15,2,59987,200
3634,21,1997-04-16,monthly,Tabor,south Bohemia,103347,7,67,9104,123,87,16,7,1,1.5,2.07,2299,2354,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,63800,15,NA,140307,1000
3635,10,1997-05-04,monthly,Praha - vychod,central Bohemia,92084,5,46.7,10124,141,55,29,4,3,0.5,0.54,3810,4316,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5800,15,NA,32245,600
3636,21,1994-05-22,monthly,Tabor,south Bohemia,103347,7,67,9104,123,87,16,7,1,1.5,2.07,2299,2354,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,45440,15,NA,82567,700
3637,53,1995-10-28,monthly,Blansko,south Moravia,107911,7,50.9,8240,99,88,33,6,2,2.5,3.56,1850,1903,1,0,5718,1997-09-01,14028,1169,12,A,TRUE,FALSE,21280,15,NA,88924,400
3639,4,1997-01-08,monthly,Kladno,central Bohemia,149893,6,67.4,9753,109,63,29,6,2,4.6,5.05,5244,5892,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4400,15,NA,26118,200
3640,10,1993-11-05,monthly,Praha - vychod,central Bohemia,92084,5,46.7,10124,141,55,29,4,3,0.5,0.54,3810,4316,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,33200,15,NA,50263,300
3641,7,1995-01-09,monthly,Melnik,central Bohemia,94725,6,63.4,9920,130,38,28,1,3,2.2,2.87,4289,4846,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7710,15,NA,27921,600
3643,1,1994-12-22,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3600,100,NA,36700,300
3644,38,1993-04-13,monthly,Louny,north Bohemia,85852,4,59.8,8965,104,41,23,4,2,7,8.23,2653,2822,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7290,15,NA,26831,1000
3645,36,1996-06-18,monthly,Liberec,north Bohemia,159617,9,85.2,9198,131,29,19,8,1,3.3,4.28,5796,6132,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,15300,15,NA,53745,300
3647,77,1996-06-17,monthly,Vsetin,north Moravia,148545,4,53.5,8909,113,8,35,12,3,4,5.56,3460,3590,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9200,15,NA,57335,600
3648,61,1996-05-06,monthly,Trebic,south Moravia,117897,6,53.8,8814,107,139,28,5,1,4.7,5.74,2112,2059,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6630,15,NA,39033,900
3649,54,1993-05-14,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,37120,4,NA,69428,600
3650,8,1994-06-05,monthly,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,127,95,19,7,1,1.2,1.44,5179,4987,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,29300,15,NA,67897,1100
3651,23,1993-02-27,monthly,Cheb,west Bohemia,87419,9,85.5,8624,102,21,11,4,3,1.7,2.66,2879,3198,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,14650,15,NA,48336,800
3652,36,1997-03-02,monthly,Liberec,north Bohemia,159617,9,85.2,9198,131,29,19,8,1,3.3,4.28,5796,6132,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5200,15,NA,29189,900
3653,31,1994-05-03,monthly,Tachov,west Bohemia,51313,4,59.2,8930,108,34,12,3,1,3.5,4.2,1328,1452,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,32640,15,NA,82471,900
3654,47,1993-07-13,monthly,Pardubice,east Bohemia,162580,6,72.8,9538,111,83,26,5,1,1.5,1.81,6079,5410,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,47800,15,38,136625,700
3655,1,1995-12-24,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,17800,15,NA,55884,900
3656,53,1993-08-06,monthly,Blansko,south Moravia,107911,7,50.9,8240,99,88,33,6,2,2.5,3.56,1850,1903,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,54600,15,NA,86482,900
3657,62,1997-09-19,monthly,Uherske Hradiste,south Moravia,145688,5,40.7,8544,109,22,41,13,2,1.2,1.86,2719,2906,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7550,15,NA,38640,1000
3658,24,1997-03-25,monthly,Karlovy Vary,west Bohemia,122603,8,80,8991,128,25,21,6,2,1.3,2.01,5198,5273,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,15700,15,NA,51537,600
3659,54,1997-02-01,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,40320,15,NA,88956,900
3660,74,1993-11-14,monthly,Ostrava - mesto,north Moravia,323870,1,100,10673,100,0,0,0,1,4.7,5.44,18782,18347,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,32000,15,NA,84771,900
3661,50,1996-01-11,monthly,Svitavy,east Bohemia,102609,6,52,8187,94,75,33,2,3,4.8,5.45,2123,2134,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3920,15,NA,32721,800
3662,4,1997-05-26,monthly,Kladno,central Bohemia,149893,6,67.4,9753,109,63,29,6,2,4.6,5.05,5244,5892,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22800,15,NA,98612,600
3663,67,1994-11-06,monthly,Bruntal,north Moravia,106054,6,63.1,8110,109,38,25,6,2,5.7,6.55,3244,3079,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,27100,15,17,96990,400
3664,1,1996-04-28,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,1,5719,1997-09-20,271584,5658,48,C,TRUE,FALSE,60900,15,3,115113,800
3665,28,1997-06-28,monthly,Plzen - sever,west Bohemia,72541,8,36.9,8594,112,66,26,10,0,1.6,2.01,1580,1525,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,56500,15,NA,110698,800
3667,55,1994-01-26,monthly,Brno - venkov,south Moravia,157042,9,33.9,8743,111,49,70,18,0,1.8,2.43,3659,3894,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5400,15,NA,33865,700
3668,1,1996-06-15,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4300,300,NA,37200,600
3669,76,1993-12-22,monthly,Sumperk,north Moravia,127369,7,51.2,8369,107,31,32,13,2,4.7,5.88,3736,2807,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,10100,15,NA,40573,1100
3670,27,1993-06-04,monthly,Plzen - jih,west Bohemia,67298,7,43.8,8561,110,71,19,10,0,0.6,1.29,1029,1127,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5200,15,NA,35580,400
3671,21,1997-09-17,monthly,Tabor,south Bohemia,103347,7,67,9104,123,87,16,7,1,1.5,2.07,2299,2354,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5300,15,NA,20839,1000
3672,26,1996-03-19,monthly,Plzen - mesto,west Bohemia,170449,1,100,10787,131,0,0,0,1,2.6,3.09,6041,6261,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,28100,15,50,99670,1100
3673,30,1996-01-12,monthly,Sokolov,west Bohemia,94812,10,81.8,9650,100,15,13,8,2,3.3,3.67,2985,2804,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7860,15,NA,31855,1100
3674,38,1993-03-12,monthly,Louny,north Bohemia,85852,4,59.8,8965,104,41,23,4,2,7,8.23,2653,2822,1,0,5723,1994-09-10,23628,1969,12,A,TRUE,FALSE,64500,15,NA,157161,1000
3675,64,1993-03-20,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484,4265,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,78600,15,1,126803,700
3676,58,1996-06-08,monthly,Jihlava,south Moravia,109164,4,63.6,8757,96,98,16,6,1,3.3,3.95,2212,2471,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6200,15,NA,25266,1100
3677,1,1995-10-04,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4400,15,NA,20477,400
3678,1,1993-03-24,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,5724,1995-02-05,316140,5269,60,D,TRUE,TRUE,9500,4,NA,39616,-15009
3679,64,1995-08-15,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484,4265,2,0,5725,1996-07-23,444864,9268,48,C,TRUE,FALSE,16300,15,NA,63172,800
3680,27,1996-02-16,monthly,Plzen - jih,west Bohemia,67298,7,43.8,8561,110,71,19,10,0,0.6,1.29,1029,1127,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4800,15,NA,33968,1000
3681,70,1997-01-25,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,47040,15,1,77589,400
3682,70,1993-06-07,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,26400,15,NA,89720,200
3683,33,1993-08-13,monthly,Decin,north Bohemia,133777,11,84.7,8705,116,24,17,7,3,5.7,7.61,4650,4859,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,41440,15,NA,99595,1000
3684,23,1994-03-04,monthly,Cheb,west Bohemia,87419,9,85.5,8624,102,21,11,4,3,1.7,2.66,2879,3198,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,23900,15,NA,37179,1100
3686,77,1997-08-03,monthly,Vsetin,north Moravia,148545,4,53.5,8909,113,8,35,12,3,4,5.56,3460,3590,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,2160,15,NA,20059,1100
3687,71,1993-11-06,monthly,Novy Jicin,north Moravia,161227,10,69.7,8678,102,5,35,11,4,5.9,5.57,4980,4595,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,18400,15,NA,88719,900
3688,70,1993-11-10,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24700,15,NA,64955,1100
3689,8,1995-11-29,monthly,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,127,95,19,7,1,1.2,1.44,5179,4987,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,47300,2,NA,141170,-1484
3691,50,1993-02-19,monthly,Svitavy,east Bohemia,102609,6,52,8187,94,75,33,2,3,4.8,5.45,2123,2134,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,10900,15,NA,35880,400
3692,70,1997-04-21,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3760,15,NA,32026,500
